CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13295271	2017-04-14 06:30:38+00:00	Wazz	6710195462					master of desaster	2214950915				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13295272	2017-04-14 06:30:46+00:00	Hades	9641690283					Muli	2211733141				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13295273	2017-04-14 06:30:54+00:00	Buns157	8039234532					Bonsai	5654719779				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13295274	2017-04-14 06:31:01+00:00	Hades	9641690283					Buns157	8039234532				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13295277	2017-04-14 06:31:22+00:00	Muli	2211733141					Memele	2914532409				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13295278	2017-04-14 06:31:29+00:00	Bonsai	5654719779					Wazz	6710195462				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13295280	2017-04-14 06:31:36+00:00	master of desaster	2214950915					Memele	2914532409				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13330228	2017-04-19 22:28:23+00:00	Buns157	8039234532					Muli	2211733141				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13330229	2017-04-19 22:28:31+00:00	Hades	9641690283					Memele	2914532409				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13359849	2017-04-24 23:34:24+00:00	master of desaster	2214950915					Muli	2211733141				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13369225	2017-04-26 16:02:49+00:00	master of desaster	2214950915					Hades	9641690283				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13369227	2017-04-26 16:02:58+00:00	Hades	9641690283					Wazz	6710195462				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13404495	2017-05-02 14:23:52+00:00	master of desaster	2214950915					Buns157	8039234532				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13452235	2017-05-10 14:54:45+00:00	Wazz	6710195462					Muli	2211733141				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13469009	2017-05-13 08:46:27+00:00	Bonsai	5654719779					Muli	2211733141				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13469011	2017-05-13 08:46:43+00:00	Wazz	6710195462					Memele	2914532409				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13513886	2017-05-20 20:35:32+00:00	master of desaster	2214950915					Bonsai	5654719779				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13551487	2017-05-27 11:55:57+00:00	Buns157	8039234532					Memele	2914532409				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13557221	2017-05-28 14:55:40+00:00	Wazz	6710195462					Buns157	8039234532				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13687935	2017-06-20 21:02:07+00:00	Hades	9641690283					Bonsai	5654719779				
CL9	Group A	1v1 : Elitist Africa	https://www.warzone.com/MultiPlayer?GameID=13729250	2017-06-28 18:01:52+00:00	Bonsai	5654719779					Memele	2914532409				
CL9	Group A	1v1 : Guiroma	https://www.warzone.com/MultiPlayer?GameID=13247960	2017-04-06 07:01:38+00:00	master of desaster	2214950915					Niko	2710066489				
CL9	Group A	1v1 : Guiroma	https://www.warzone.com/MultiPlayer?GameID=13247961	2017-04-06 07:01:45+00:00	master of desaster	2214950915					PJ	1925535805				
CL9	Group A	1v1 : Guiroma	https://www.warzone.com/MultiPlayer?GameID=13247962	2017-04-06 07:01:51+00:00	Buns157	8039234532					Niko	2710066489				
CL9	Group A	1v1 : Guiroma	https://www.warzone.com/MultiPlayer?GameID=13247963	2017-04-06 07:01:58+00:00	Buns157	8039234532					andy903	578974277				
CL9	Group A	1v1 : Guiroma	https://www.warzone.com/MultiPlayer?GameID=13247965	2017-04-06 07:02:13+00:00	zarathoustra	1153193764					andy903	578974277				
CL9	Group A	1v1 : Guiroma	https://www.warzone.com/MultiPlayer?GameID=13264910	2017-04-09 08:04:22+00:00	PJ	1925535805					zarathoustra	1153193764				
CL9	Group A	1v1 : Guiroma	https://www.warzone.com/MultiPlayer?GameID=13332044	2017-04-20 09:18:23+00:00	master of desaster	2214950915					Tac(ky)tical	9733643221				
CL9	Group A	1v1 : Guiroma	https://www.warzone.com/MultiPlayer?GameID=13332045	2017-04-20 09:18:31+00:00	PJ	1925535805					Niko	2710066489				
